seq,latency_ns,latency_ms
1,1504600,1.5046
2,2197300,2.1973
3,211700,0.2117
4,168000,0.168
5,384600,0.3846
6,709100,0.7091
7,354300,0.3543
8,538700,0.5387
9,742000,0.742
10,577800,0.5778
11,654300,0.6543
12,422300,0.4223
13,784800,0.7848
14,627600,0.6276
15,656600,0.6566
16,821300,0.8213
17,848400,0.8484
18,824300,0.8243
19,515500,0.5155
20,758400,0.7584
21,338800,0.3388
22,247000,0.247
23,965100,0.9651
24,602300,0.6023
25,643500,0.6435
26,859900,0.8599
27,723800,0.7238
28,820300,0.8203
29,757300,0.7573
30,628500,0.6285
31,930100,0.9301
32,696300,0.6963
33,879900,0.8799
34,527700,0.5277
35,1019700,1.0197
36,549600,0.5496
37,738000,0.738
38,667200,0.6672
39,685200,0.6852
40,695800,0.6958
41,449800,0.4498
42,555500,0.5555
43,639900,0.6399
44,610900,0.6109
45,508800,0.5088
46,928900,0.9289
47,816700,0.8167
48,632500,0.6325
49,428300,0.4283
50,575000,0.575
51,716000,0.716
52,874200,0.8742
53,635300,0.6353
54,525500,0.5255
55,792300,0.7923
56,510900,0.5109
57,608800,0.6088
58,416700,0.4167
59,679100,0.6791
60,492600,0.4926
61,300800,0.3008
62,627700,0.6277
63,723000,0.723
64,854900,0.8549
65,651700,0.6517
66,669900,0.6699
67,768900,0.7689
68,596800,0.5968
69,214500,0.2145
70,660400,0.6604
71,957900,0.9579
72,797100,0.7971
73,735400,0.7354
74,634100,0.6341
75,560600,0.5606
76,953500,0.9535
77,1150000,1.15
78,699700,0.6997
79,532900,0.5329
80,328700,0.3287
81,490100,0.4901
82,733500,0.7335
83,706400,0.7064
84,718900,0.7189
85,501400,0.5014
86,843600,0.8436
87,490900,0.4909
88,698500,0.6985
89,836400,0.8364
90,885600,0.8856
91,628800,0.6288
92,892900,0.8929
93,820400,0.8204
94,693500,0.6935
95,829500,0.8295
96,824400,0.8244
97,259000,0.259
98,549900,0.5499
99,725600,0.7256
100,593700,0.5937
101,571900,0.5719
102,499600,0.4996
103,798700,0.7987
104,267800,0.2678
105,820300,0.8203
106,510600,0.5106
107,437500,0.4375
108,265200,0.2652
109,580100,0.5801
110,768900,0.7689
111,484300,0.4843
112,443700,0.4437
113,616800,0.6168
114,591100,0.5911
115,729200,0.7292
116,702300,0.7023
117,608900,0.6089
118,851700,0.8517
119,721800,0.7218
120,744600,0.7446
121,660400,0.6604
122,615800,0.6158
123,1299700,1.2997
124,706600,0.7066
125,974500,0.9745
126,659400,0.6594
127,489100,0.4891
128,742100,0.7421
129,519400,0.5194
130,572700,0.5727
131,657700,0.6577
132,862600,0.8626
133,947200,0.9472
134,828600,0.8286
135,947000,0.947
136,620700,0.6207
137,990600,0.9906
138,382900,0.3829
139,679200,0.6792
140,769200,0.7692
141,654500,0.6545
142,465500,0.4655
143,207800,0.2078
144,207400,0.2074
145,509600,0.5096
146,613200,0.6132
147,528400,0.5284
148,340200,0.3402
149,673100,0.6731
150,175700,0.1757
151,856600,0.8566
152,831300,0.8313
153,841000,0.841
154,636000,0.636
155,507800,0.5078
156,420500,0.4205
157,319800,0.3198
158,347100,0.3471
159,522600,0.5226
160,556600,0.5566
161,651500,0.6515
162,542300,0.5423
163,582600,0.5826
164,676400,0.6764
165,526500,0.5265
166,490700,0.4907
167,635300,0.6353
168,721100,0.7211
169,813200,0.8132
170,375800,0.3758
171,814100,0.8141
172,882600,0.8826
173,830500,0.8305
174,851500,0.8515
175,704200,0.7042
176,900100,0.9001
177,652900,0.6529
178,764100,0.7641
179,727300,0.7273
180,845600,0.8456
181,623900,0.6239
182,708800,0.7088
183,859200,0.8592
184,794300,0.7943
185,697200,0.6972
186,541600,0.5416
187,802000,0.802
188,849900,0.8499
189,750200,0.7502
190,869900,0.8699
191,310600,0.3106
192,708500,0.7085
193,733000,0.733
194,795700,0.7957
195,833000,0.833
196,703200,0.7032
197,648800,0.6488
198,567000,0.567
199,372000,0.372
200,2944800,2.9448
201,533700,0.5337
202,393400,0.3934
203,657200,0.6572
204,245600,0.2456
205,767100,0.7671
206,700500,0.7005
207,965100,0.9651
208,620000,0.62
209,564000,0.564
210,205300,0.2053
211,372100,0.3721
212,586000,0.586
213,253900,0.2539
214,374300,0.3743
215,728000,0.728
