seq,latency_ns,latency_ms
1,1026600,1.0266
2,2124200,2.1242
3,215000,0.215
4,145600,0.1456
5,183300,0.1833
6,142600,0.1426
7,79800,0.0798
8,240700,0.2407
9,360500,0.3605
10,279800,0.2798
11,267900,0.2679
12,187400,0.1874
13,67100,0.0671
14,62600,0.0626
15,71200,0.0712
16,150300,0.1503
17,78700,0.0787
18,116600,0.1166
19,195300,0.1953
20,155600,0.1556
21,155200,0.1552
22,153600,0.1536
23,167200,0.1672
24,342400,0.3424
25,218600,0.2186
26,216400,0.2164
27,179400,0.1794
28,241800,0.2418
29,278400,0.2784
30,286200,0.2862
31,240900,0.2409
32,867300,0.8673
33,820000,0.82
34,152500,0.1525
35,88200,0.0882
36,188400,0.1884
37,24400,0.0244
38,293300,0.2933
39,259600,0.2596
40,194600,0.1946
41,194800,0.1948
42,233800,0.2338
43,203000,0.203
44,156000,0.156
45,289800,0.2898
46,361200,0.3612
47,198700,0.1987
48,174300,0.1743
49,248800,0.2488
50,209000,0.209
51,233200,0.2332
52,203600,0.2036
53,170300,0.1703
54,656400,0.6564
55,537400,0.5374
56,451900,0.4519
57,290000,0.29
58,162900,0.1629
59,248200,0.2482
60,214600,0.2146
61,212700,0.2127
62,224500,0.2245
63,216200,0.2162
64,229200,0.2292
65,277300,0.2773
66,241400,0.2414
67,182100,0.1821
68,202100,0.2021
69,175600,0.1756
70,117600,0.1176
71,118800,0.1188
72,406700,0.4067
73,295000,0.295
74,192400,0.1924
75,328900,0.3289
76,428500,0.4285
77,424200,0.4242
78,393600,0.3936
79,204000,0.204
80,273700,0.2737
81,200100,0.2001
82,347400,0.3474
83,346800,0.3468
84,198000,0.198
85,514100,0.5141
86,873100,0.8731
87,621700,0.6217
88,645000,0.645
89,485200,0.4852
90,150700,0.1507
91,348800,0.3488
92,257300,0.2573
93,379700,0.3797
94,317500,0.3175
95,174800,0.1748
96,345900,0.3459
97,333700,0.3337
98,315000,0.315
99,322900,0.3229
100,353800,0.3538
101,402200,0.4022
102,409100,0.4091
103,366400,0.3664
104,432400,0.4324
105,2940600,2.9406
106,739600,0.7396
107,462500,0.4625
108,682900,0.6829
109,759100,0.7591
110,635900,0.6359
111,816500,0.8165
112,878600,0.8786
113,757100,0.7571
114,243900,0.2439
115,203700,0.2037
116,398200,0.3982
117,275400,0.2754
118,227800,0.2278
119,239600,0.2396
120,221400,0.2214
121,212900,0.2129
122,209000,0.209
123,156800,0.1568
124,312700,0.3127
125,167900,0.1679
126,108400,0.1084
127,179600,0.1796
128,75100,0.0751
129,172400,0.1724
130,68100,0.0681
131,82200,0.0822
132,72200,0.0722
133,71300,0.0713
134,68400,0.0684
135,75400,0.0754
136,74200,0.0742
137,622000,0.622
138,448000,0.448
139,176000,0.176
140,147100,0.1471
141,99300,0.0993
142,128800,0.1288
143,53500,0.0535
144,94000,0.094
145,107000,0.107
146,76800,0.0768
147,37300,0.0373
148,61200,0.0612
149,151300,0.1513
150,104300,0.1043
151,162200,0.1622
152,171200,0.1712
153,304500,0.3045
154,316700,0.3167
155,108300,0.1083
156,205900,0.2059
157,178800,0.1788
158,151700,0.1517
159,169600,0.1696
160,172300,0.1723
161,316700,0.3167
162,537100,0.5371
163,613500,0.6135
164,562100,0.5621
165,257200,0.2572
166,604800,0.6048
167,264500,0.2645
168,474900,0.4749
169,407900,0.4079
170,257400,0.2574
171,446600,0.4466
172,445000,0.445
173,351400,0.3514
174,756900,0.7569
175,554500,0.5545
176,581800,0.5818
177,659700,0.6597
178,524100,0.5241
179,924000,0.924
180,796800,0.7968
181,646700,0.6467
182,587300,0.5873
183,563300,0.5633
184,346300,0.3463
185,363800,0.3638
186,425300,0.4253
187,407900,0.4079
188,315400,0.3154
189,322400,0.3224
190,264800,0.2648
191,349100,0.3491
192,239800,0.2398
193,290300,0.2903
194,221200,0.2212
195,188500,0.1885
196,220600,0.2206
197,226800,0.2268
198,162000,0.162
199,148800,0.1488
200,208400,0.2084
201,256100,0.2561
202,250600,0.2506
203,230700,0.2307
204,229100,0.2291
205,234100,0.2341
206,230300,0.2303
207,161600,0.1616
208,191900,0.1919
209,194000,0.194
210,308700,0.3087
211,322700,0.3227
212,247000,0.247
213,112800,0.1128
214,118000,0.118
215,218200,0.2182
216,161600,0.1616
217,113700,0.1137
218,206100,0.2061
219,113900,0.1139
220,101400,0.1014
221,110300,0.1103
222,399900,0.3999
223,219400,0.2194
224,187400,0.1874
225,228100,0.2281
226,250300,0.2503
