seq,latency_ns,latency_ms
1,3951328,3.9513
2,3739830,3.7398
3,1016564,1.0166
4,1372413,1.3724
5,1127619,1.1276
6,1281857,1.2819
7,971146,0.9711
8,822103,0.8221
9,924507,0.9245
10,1047074,1.0471
11,1223127,1.2231
12,958833,0.9588
13,980042,0.98
14,1027528,1.0275
15,1028069,1.0281
16,1024471,1.0245
17,1281740,1.2817
18,1128925,1.1289
19,1040587,1.0406
20,1113113,1.1131
21,925019,0.925
22,1159833,1.1598
23,767464,0.7675
24,690520,0.6905
25,952232,0.9522
26,880067,0.8801
27,391017,0.391
28,867674,0.8677
29,1087384,1.0874
30,1109471,1.1095
31,1386166,1.3862
32,1482136,1.4821
33,884489,0.8845
34,843638,0.8436
35,763195,0.7632
36,309434,0.3094
37,1115178,1.1152
38,755822,0.7558
39,917353,0.9174
40,799090,0.7991
41,718739,0.7187
42,759674,0.7597
43,858111,0.8581
44,612731,0.6127
45,481363,0.4814
46,714420,0.7144
47,959884,0.9599
48,911638,0.9116
49,558600,0.5586
50,662690,0.6627
51,1022062,1.0221
52,588011,0.588
53,488932,0.4889
54,1010676,1.0107
55,1047433,1.0474
56,803071,0.8031
57,863691,0.8637
58,934858,0.9349
59,923531,0.9235
60,813838,0.8138
61,946982,0.947
62,1232771,1.2328
63,333869,0.3339
64,701446,0.7014
65,847942,0.8479
66,972759,0.9728
67,928808,0.9288
68,853107,0.8531
69,1123865,1.1239
70,681740,0.6817
71,783758,0.7838
72,206180,0.2062
73,850279,0.8503
74,989306,0.9893
75,907903,0.9079
76,997394,0.9974
77,915972,0.916
78,892498,0.8925
79,991196,0.9912
80,942169,0.9422
81,893523,0.8935
82,824620,0.8246
83,823548,0.8235
84,915611,0.9156
85,349465,0.3495
86,994328,0.9943
87,520622,0.5206
88,783938,0.7839
89,680773,0.6808
90,713448,0.7134
91,846151,0.8462
92,962952,0.963
93,948052,0.9481
94,1204718,1.2047
95,874996,0.875
96,679189,0.6792
97,895223,0.8952
98,963114,0.9631
99,444250,0.4442
100,927698,0.9277
101,856193,0.8562
102,908805,0.9088
103,704941,0.7049
104,960077,0.9601
105,1024373,1.0244
106,425329,0.4253
107,297229,0.2972
108,884019,0.884
109,699967,0.7
110,792108,0.7921
111,776024,0.776
112,867730,0.8677
113,909546,0.9095
114,778158,0.7782
115,465712,0.4657
116,854592,0.8546
117,875791,0.8758
118,814755,0.8148
119,827082,0.8271
120,246325,0.2463
121,730187,0.7302
122,311177,0.3112
123,886516,0.8865
124,745827,0.7458
125,806803,0.8068
126,325929,0.3259
127,710546,0.7105
128,569882,0.5699
129,300399,0.3004
130,1019273,1.0193
131,1013667,1.0137
132,703961,0.704
133,465943,0.4659
134,605681,0.6057
135,221307,0.2213
136,370726,0.3707
137,749310,0.7493
138,611765,0.6118
139,837463,0.8375
140,761758,0.7618
141,540775,0.5408
142,926035,0.926
143,810682,0.8107
144,647204,0.6472
145,346343,0.3463
146,782540,0.7825
147,553331,0.5533
148,471577,0.4716
149,1216918,1.2169
150,690913,0.6909
151,636065,0.6361
152,1073537,1.0735
153,855274,0.8553
154,520877,0.5209
155,828316,0.8283
156,955706,0.9557
157,811405,0.8114
158,753600,0.7536
159,893340,0.8933
160,904582,0.9046
161,508740,0.5087
162,783570,0.7836
163,903696,0.9037
164,784529,0.7845
165,941330,0.9413
166,644619,0.6446
167,534182,0.5342
168,836897,0.8369
169,281315,0.2813
170,790672,0.7907
171,922396,0.9224
172,997695,0.9977
173,781945,0.7819
174,1017953,1.018
175,451599,0.4516
176,1265531,1.2655
177,627668,0.6277
178,945099,0.9451
179,712625,0.7126
180,857771,0.8578
181,812445,0.8124
182,1195545,1.1955
183,333329,0.3333
184,596348,0.5963
185,867487,0.8675
186,645510,0.6455
187,575463,0.5755
188,674921,0.6749
189,949396,0.9494
190,270737,0.2707
191,609371,0.6094
192,575642,0.5756
193,926962,0.927
194,948691,0.9487
195,383023,0.383
196,557444,0.5574
197,906231,0.9062
198,851429,0.8514
199,295984,0.296
200,813621,0.8136
201,537643,0.5376
202,867892,0.8679
203,453750,0.4537
204,990500,0.9905
205,576334,0.5763
206,1029923,1.0299
207,353705,0.3537
208,316001,0.316
209,613511,0.6135
210,799065,0.7991
211,934028,0.934
212,969300,0.9693
213,662861,0.6629
214,832538,0.8325
215,637827,0.6378
216,767059,0.7671
217,978314,0.9783
218,809514,0.8095
219,843715,0.8437
220,714406,0.7144
221,835043,0.835
222,848045,0.848
223,925580,0.9256
224,418345,0.4183
225,634113,0.6341
226,908470,0.9085
227,416061,0.4161
228,676644,0.6766
229,340945,0.3409
230,707107,0.7071
231,836072,0.8361
232,577231,0.5772
233,600393,0.6004
234,599453,0.5995
235,551192,0.5512
236,235660,0.2357
237,723391,0.7234
238,704732,0.7047
239,583106,0.5831
240,1017876,1.0179
241,749884,0.7499
242,324589,0.3246
243,481673,0.4817
244,474415,0.4744
245,632215,0.6322
246,623888,0.6239
247,545854,0.5459
248,657818,0.6578
249,877255,0.8773
250,621202,0.6212
251,680388,0.6804
252,868802,0.8688
253,713028,0.713
254,722129,0.7221
255,697707,0.6977
256,522359,0.5224
257,823117,0.8231
258,718368,0.7184
259,699699,0.6997
260,758234,0.7582
261,586145,0.5861
262,881539,0.8815
263,764928,0.7649
264,789339,0.7893
265,668174,0.6682
266,526471,0.5265
267,256454,0.2565
268,729442,0.7294
269,840804,0.8408
270,565546,0.5655
271,905672,0.9057
272,800371,0.8004
273,693975,0.694
274,835505,0.8355
275,842364,0.8424
276,829137,0.8291
277,533779,0.5338
278,942787,0.9428
279,732101,0.7321
280,686639,0.6866
281,761221,0.7612
282,581062,0.5811
283,446636,0.4466
284,649315,0.6493
285,366255,0.3663
286,808029,0.808
287,235341,0.2353
288,786907,0.7869
289,675040,0.675
290,572189,0.5722
291,839265,0.8393
292,803703,0.8037
293,617099,0.6171
294,748611,0.7486
