seq,latency_ns,latency_ms
1,4087242,4.0872
2,690189,0.6902
3,348670,0.3487
4,241441,0.2414
5,379181,0.3792
6,909111,0.9091
7,387662,0.3877
8,1149800,1.1498
9,717473,0.7175
10,875389,0.8754
11,863415,0.8634
12,1000338,1.0003
13,687190,0.6872
14,900248,0.9002
15,376345,0.3763
16,954406,0.9544
17,1090402,1.0904
18,1000885,1.0009
19,1141541,1.1415
20,835139,0.8351
21,980068,0.9801
22,853378,0.8534
23,792026,0.792
24,485111,0.4851
25,863772,0.8638
26,1059908,1.0599
27,1052620,1.0526
28,657868,0.6579
29,823759,0.8238
30,656012,0.656
31,802083,0.8021
32,598933,0.5989
33,957536,0.9575
34,205361,0.2054
35,700481,0.7005
36,670446,0.6704
37,482197,0.4822
38,612503,0.6125
39,710449,0.7104
40,642519,0.6425
41,832734,0.8327
42,779994,0.78
43,1283707,1.2837
44,1414008,1.414
45,879706,0.8797
46,1093463,1.0935
47,912685,0.9127
48,1179713,1.1797
49,238489,0.2385
50,989982,0.99
51,1062536,1.0625
52,868566,0.8686
53,1011971,1.012
54,1503738,1.5037
55,879111,0.8791
56,1114787,1.1148
57,207318,0.2073
58,1145761,1.1458
59,623736,0.6237
60,1273660,1.2737
61,1129864,1.1299
62,1084218,1.0842
63,959287,0.9593
64,415373,0.4154
65,730420,0.7304
66,439850,0.4399
67,519012,0.519
68,494408,0.4944
69,1029406,1.0294
70,832219,0.8322
71,758423,0.7584
72,635286,0.6353
73,1093942,1.0939
74,940619,0.9406
75,1290949,1.2909
76,1062191,1.0622
77,989092,0.9891
78,451421,0.4514
79,573256,0.5733
80,676907,0.6769
81,414898,0.4149
82,260801,0.2608
83,355927,0.3559
84,572687,0.5727
85,883027,0.883
86,1083044,1.083
87,913657,0.9137
88,1008759,1.0088
89,804667,0.8047
90,1136626,1.1366
91,706295,0.7063
92,1025996,1.026
93,1029381,1.0294
94,651050,0.6511
95,703398,0.7034
96,1013181,1.0132
97,783662,0.7837
98,1202837,1.2028
99,697008,0.697
100,456132,0.4561
101,845069,0.8451
102,759489,0.7595
103,919749,0.9197
104,878861,0.8789
105,1076567,1.0766
106,672026,0.672
107,623573,0.6236
108,794420,0.7944
109,1426428,1.4264
110,414121,0.4141
111,607237,0.6072
112,182701,0.1827
113,294377,0.2944
114,362234,0.3622
115,760058,0.7601
116,421421,0.4214
117,730128,0.7301
118,1183491,1.1835
119,722961,0.723
120,1016347,1.0163
121,852455,0.8525
122,946930,0.9469
123,752937,0.7529
124,941975,0.942
125,480901,0.4809
126,944098,0.9441
127,528654,0.5287
128,948879,0.9489
129,833265,0.8333
130,912493,0.9125
131,918004,0.918
132,941639,0.9416
133,907499,0.9075
134,1033840,1.0338
135,1021565,1.0216
136,380884,0.3809
137,1078615,1.0786
138,1019790,1.0198
139,815220,0.8152
140,1311262,1.3113
141,1310657,1.3107
142,1028742,1.0287
143,922702,0.9227
144,926135,0.9261
145,1014091,1.0141
146,611148,0.6111
147,451804,0.4518
148,851611,0.8516
149,873659,0.8737
150,744203,0.7442
151,863728,0.8637
152,854392,0.8544
153,574813,0.5748
154,741775,0.7418
155,827891,0.8279
156,763036,0.763
157,782696,0.7827
158,478584,0.4786
159,751989,0.752
160,583301,0.5833
161,997007,0.997
162,286458,0.2865
163,967023,0.967
164,808176,0.8082
165,327995,0.328
166,688145,0.6881
167,890874,0.8909
168,701578,0.7016
169,1014342,1.0143
170,979244,0.9792
171,300697,0.3007
172,917125,0.9171
173,945119,0.9451
174,1107666,1.1077
175,1013801,1.0138
176,1118839,1.1188
177,599518,0.5995
178,923226,0.9232
179,761943,0.7619
180,395064,0.3951
