elapsed_s,cpu_percent,memory_mb
0.001,0.0,45.69
0.101,9.9,47.00
0.202,0.0,47.09
0.304,0.0,47.19
0.405,0.0,47.19
0.506,9.9,47.34
0.606,9.9,47.40
0.707,0.0,47.41
0.808,0.0,47.41
0.908,0.0,47.41
1.009,0.0,47.41
1.110,9.9,47.48
1.210,0.0,47.48
1.311,9.9,47.56
1.411,0.0,47.56
1.512,0.0,47.56
1.613,0.0,47.62
1.713,0.0,47.62
1.814,0.0,47.62
1.915,0.0,47.62
2.015,0.0,47.62
2.116,9.9,47.77
2.217,0.0,47.77
2.318,0.0,47.78
2.418,0.0,47.78
2.519,0.0,47.78
2.620,19.9,48.02
2.720,0.0,48.02
2.821,0.0,48.02
2.922,0.0,48.02
3.022,0.0,48.02
3.123,0.0,48.03
3.224,0.0,48.03
3.325,0.0,48.03
3.426,0.0,48.03
3.527,0.0,48.03
3.628,0.0,48.03
3.730,0.0,48.03
3.830,39.5,50.07
3.932,0.0,50.07
4.033,9.9,50.07
4.133,0.0,50.07
4.234,0.0,50.07
4.335,0.0,50.07
4.437,0.0,50.07
4.538,0.0,50.07
4.639,0.0,50.07
4.739,0.0,50.07
4.840,0.0,50.07
4.940,0.0,50.07
5.041,9.9,50.07
5.142,0.0,50.07
5.242,0.0,50.07
5.343,0.0,50.07
5.444,0.0,50.07
5.545,0.0,50.07
5.646,0.0,50.07
5.747,0.0,50.07
5.848,0.0,50.07
5.949,0.0,50.07
6.050,9.9,50.07
6.151,0.0,50.07
6.252,0.0,50.07
6.353,0.0,50.07
6.453,0.0,50.07
6.554,0.0,50.07
6.654,0.0,50.07
6.755,0.0,50.07
6.856,0.0,50.07
6.956,0.0,50.07
7.057,0.0,50.07
7.158,0.0,50.07
7.259,0.0,50.07
7.360,0.0,50.07
7.461,0.0,50.07
7.562,19.8,50.16
7.662,59.6,51.35
7.763,0.0,51.35
7.865,9.9,51.34
7.966,9.9,51.35
8.067,0.0,51.35
8.168,0.0,51.35
8.269,0.0,51.35
8.371,0.0,51.35
8.472,0.0,51.35
8.573,0.0,51.35
8.673,0.0,51.35
8.774,0.0,51.35
8.875,0.0,51.35
8.976,0.0,51.35
9.077,0.0,51.35
9.179,0.0,51.35
9.280,0.0,51.35
9.381,0.0,51.35
9.483,0.0,51.35
9.583,0.0,51.35
9.685,0.0,51.35
9.785,0.0,51.35
9.886,0.0,51.35
9.987,0.0,51.35
10.088,0.0,51.35
10.189,0.0,51.35
10.289,0.0,51.35
10.390,9.9,51.35
10.490,0.0,51.35
10.591,10.0,51.35
10.691,0.0,51.35
10.792,0.0,51.35
10.894,0.0,51.35
10.995,0.0,51.35
11.096,0.0,51.35
11.197,0.0,51.35
11.297,0.0,51.35
11.399,0.0,51.36
11.499,0.0,51.36
11.601,9.9,51.36
11.702,0.0,51.36
11.802,0.0,51.36
11.903,0.0,51.36
12.003,0.0,51.36
12.103,0.0,51.36
12.204,0.0,51.36
12.304,0.0,51.36
12.405,0.0,51.36
12.506,0.0,51.36
12.607,0.0,51.36
12.707,0.0,51.36
12.808,0.0,51.36
12.908,0.0,51.36
13.009,0.0,51.36
13.110,0.0,51.36
13.210,0.0,51.36
13.311,0.0,51.36
13.412,0.0,51.36
13.512,0.0,51.36
13.613,0.0,51.36
13.714,0.0,51.36
13.814,0.0,51.36
13.915,0.0,51.36
14.016,0.0,51.36
14.117,0.0,51.36
14.217,0.0,51.36
14.318,0.0,51.36
14.419,0.0,51.36
14.519,0.0,51.36
14.620,0.0,51.36
14.721,0.0,51.36
14.822,0.0,51.36
14.922,0.0,51.36
15.023,9.9,51.36
15.123,49.8,51.49
15.224,0.0,51.51
15.324,0.0,51.51
15.425,19.9,51.50
15.526,0.0,51.50
15.626,0.0,51.50
15.727,0.0,51.50
15.828,0.0,51.50
15.929,0.0,51.51
16.030,0.0,51.51
16.130,9.9,51.51
16.231,0.0,51.51
16.331,9.9,51.51
16.432,0.0,51.51
16.533,0.0,51.51
16.634,0.0,51.51
16.734,0.0,51.51
16.835,0.0,51.51
16.936,0.0,51.51
17.037,0.0,51.51
17.138,0.0,51.51
17.238,0.0,51.51
17.339,0.0,51.51
17.440,0.0,51.51
17.541,0.0,51.51
17.642,0.0,51.51
17.742,0.0,51.51
17.843,0.0,51.51
17.944,0.0,51.51
18.046,0.0,51.51
18.147,0.0,51.51
18.248,0.0,51.51
18.349,0.0,51.51
18.450,0.0,51.51
18.551,0.0,51.51
18.652,0.0,51.51
18.753,0.0,51.51
18.854,9.9,51.51
18.955,0.0,51.51
19.056,0.0,51.51
19.157,0.0,51.51
19.259,0.0,51.51
19.360,0.0,51.51
19.461,0.0,51.51
19.562,0.0,51.51
19.663,0.0,51.51
19.764,0.0,51.51
19.865,9.9,51.51
19.966,0.0,51.51
20.068,0.0,51.64
20.169,0.0,51.64
20.270,0.0,51.64
20.371,0.0,51.64
20.472,0.0,51.64
20.573,0.0,51.64
20.674,0.0,51.64
20.775,0.0,51.64
20.875,9.9,51.64
20.976,0.0,51.64
21.076,0.0,51.64
21.177,0.0,51.64
21.279,0.0,51.64
21.380,0.0,51.64
21.480,0.0,51.64
21.581,0.0,51.64
21.683,0.0,51.64
21.783,0.0,51.64
21.885,0.0,51.64
21.986,0.0,51.64
22.087,0.0,51.64
22.188,0.0,51.64
22.290,0.0,51.64
22.390,0.0,51.64
22.491,0.0,51.64
22.592,0.0,51.64
22.692,0.0,51.64
22.793,0.0,51.64
22.894,9.9,51.64
22.995,0.0,51.64
23.096,0.0,51.64
23.196,9.9,51.64
23.297,0.0,51.64
23.398,0.0,51.64
23.498,0.0,51.64
23.599,0.0,51.64
23.700,0.0,51.64
23.801,0.0,51.64
23.901,0.0,51.65
24.002,0.0,51.65
24.102,0.0,51.65
24.203,0.0,51.65
24.304,0.0,51.65
24.404,0.0,51.65
24.505,0.0,51.65
24.605,0.0,51.65
24.706,0.0,51.65
24.807,0.0,51.65
24.908,0.0,51.65
25.008,0.0,51.65
25.109,0.0,51.65
25.210,0.0,51.65
25.310,0.0,51.65
25.411,0.0,51.65
25.512,0.0,51.65
25.612,0.0,51.65
25.713,9.9,51.65
25.814,0.0,51.65
25.914,0.0,51.65
26.015,0.0,51.65
26.116,0.0,51.65
26.216,0.0,51.65
26.317,0.0,51.65
26.417,0.0,51.65
26.517,0.0,51.65
26.618,0.0,51.65
26.719,9.9,51.65
26.819,0.0,51.65
26.920,0.0,51.65
27.021,0.0,51.65
27.122,0.0,51.62
27.222,0.0,51.62
27.323,0.0,51.62
27.424,0.0,51.62
27.524,0.0,51.62
27.625,0.0,51.62
27.726,0.0,51.62
27.827,0.0,51.62
27.928,0.0,51.62
28.028,0.0,51.62
28.129,0.0,51.62
28.230,0.0,51.62
28.331,0.0,51.62
28.431,0.0,51.63
28.532,0.0,51.63
28.632,0.0,51.63
28.733,0.0,51.63
28.834,0.0,51.63
28.935,0.0,51.63
29.035,0.0,51.63
29.136,0.0,51.63
29.237,0.0,51.63
29.338,0.0,51.63
29.438,0.0,51.63
29.539,0.0,51.63
29.640,0.0,51.63
29.740,0.0,51.63
29.841,0.0,51.63
29.942,9.9,51.63
30.043,0.0,51.64
30.144,0.0,51.65
30.246,0.0,51.65
30.347,0.0,51.65
30.448,0.0,51.65
30.549,0.0,51.65
30.650,0.0,51.65
30.751,0.0,51.65
30.852,0.0,51.65
30.952,9.9,51.65
31.053,0.0,51.65
31.154,0.0,51.65
31.255,0.0,51.65
31.356,0.0,51.65
31.457,0.0,51.65
31.558,0.0,51.65
31.659,0.0,51.65
31.761,0.0,51.65
31.862,0.0,51.65
31.963,0.0,51.65
32.064,0.0,51.65
32.165,0.0,51.65
32.266,0.0,51.65
32.367,0.0,51.65
32.468,0.0,51.65
32.568,0.0,51.65
32.669,9.9,51.65
32.770,0.0,51.65
32.871,0.0,51.65
32.972,0.0,51.66
33.073,0.0,51.66
33.174,0.0,51.66
33.275,0.0,51.66
33.376,0.0,51.66
33.478,0.0,51.66
33.579,0.0,51.66
33.680,0.0,51.66
33.781,0.0,51.66
33.881,0.0,51.66
33.982,0.0,51.66
34.083,0.0,51.66
34.184,0.0,51.66
34.285,0.0,51.66
34.386,0.0,51.66
34.486,0.0,51.66
34.587,0.0,51.65
34.688,0.0,51.65
34.789,0.0,51.65
34.890,0.0,51.65
34.991,0.0,51.65
35.092,0.0,51.65
35.193,0.0,51.65
35.293,0.0,51.65
35.395,0.0,51.65
35.495,9.9,51.65
35.597,0.0,51.65
35.698,0.0,51.66
35.798,0.0,51.66
35.899,0.0,51.66
36.000,0.0,51.66
36.101,0.0,51.66
36.202,0.0,51.66
36.303,0.0,51.66
36.403,0.0,51.66
36.504,0.0,51.66
36.605,0.0,51.66
36.707,0.0,51.66
36.807,0.0,51.66
36.908,0.0,51.66
37.008,0.0,51.66
37.109,0.0,51.66
37.209,0.0,51.66
37.310,0.0,51.66
37.410,0.0,51.66
37.511,0.0,51.66
37.612,0.0,51.66
37.712,0.0,51.66
37.813,0.0,51.66
37.913,0.0,51.66
38.014,0.0,51.66
38.115,0.0,51.66
38.215,0.0,51.66
38.316,0.0,51.66
38.417,0.0,51.66
38.518,0.0,51.66
38.618,0.0,51.66
38.719,0.0,51.66
38.820,0.0,51.66
38.920,0.0,51.66
39.021,0.0,51.66
39.122,0.0,51.66
39.223,9.9,51.66
39.323,0.0,51.66
39.424,0.0,51.66
39.525,0.0,51.66
39.626,0.0,51.66
39.726,0.0,51.66
39.827,0.0,51.66
39.928,9.9,51.66
40.029,0.0,51.66
40.130,0.0,51.66
40.230,0.0,51.66
40.331,0.0,51.66
40.432,0.0,51.66
40.533,0.0,51.66
40.633,0.0,51.66
40.734,0.0,51.66
40.836,0.0,51.66
40.937,0.0,51.66
41.037,0.0,51.66
41.138,0.0,51.66
41.239,0.0,51.66
41.339,0.0,51.66
41.440,0.0,51.66
41.541,0.0,51.66
41.642,0.0,51.66
41.743,0.0,51.66
41.844,0.0,51.66
41.945,0.0,51.66
42.047,0.0,51.66
42.148,0.0,51.66
42.249,0.0,51.66
42.350,0.0,51.66
42.451,0.0,51.66
42.551,0.0,51.66
42.652,0.0,51.66
42.753,9.9,51.66
42.854,0.0,51.66
42.955,0.0,51.66
43.056,0.0,51.66
43.157,0.0,51.66
43.258,0.0,51.66
43.359,0.0,51.66
43.461,0.0,51.66
43.561,0.0,51.66
43.663,0.0,51.66
43.764,0.0,51.66
43.865,0.0,51.66
43.966,0.0,51.66
44.067,0.0,51.66
44.168,0.0,51.66
44.268,0.0,51.66
44.369,0.0,51.66
44.470,0.0,51.66
44.571,0.0,51.66
44.672,0.0,51.66
44.773,0.0,51.66
44.873,0.0,51.66
44.974,9.9,51.66
45.075,0.0,51.66
45.176,0.0,51.66
45.277,0.0,51.66
45.378,0.0,51.66
45.480,0.0,51.67
45.581,0.0,51.67
45.681,0.0,51.67
45.782,0.0,51.67
45.883,0.0,51.67
45.984,0.0,51.67
46.084,0.0,51.67
46.185,0.0,51.67
46.286,0.0,51.67
46.386,0.0,51.67
46.487,0.0,51.67
