seq,latency_ns,latency_ms
1,4797087,4.7971
2,2939071,2.9391
3,291635,0.2916
4,489292,0.4893
5,855921,0.8559
6,1187212,1.1872
7,885807,0.8858
8,993395,0.9934
9,1273968,1.274
10,865970,0.866
11,818865,0.8189
12,856110,0.8561
13,1023971,1.024
14,541931,0.5419
15,1013313,1.0133
16,1209642,1.2096
17,1053586,1.0536
18,763082,0.7631
19,1020201,1.0202
20,441562,0.4416
21,982880,0.9829
22,660339,0.6603
23,1096507,1.0965
24,927760,0.9278
25,1105979,1.106
26,1293587,1.2936
27,909416,0.9094
28,985719,0.9857
29,804099,0.8041
30,979066,0.9791
31,617540,0.6175
32,330535,0.3305
33,706634,0.7066
34,789010,0.789
35,234777,0.2348
36,618543,0.6185
37,792717,0.7927
38,267707,0.2677
39,308439,0.3084
40,605660,0.6057
41,851047,0.851
42,517190,0.5172
43,354031,0.354
44,543565,0.5436
45,706132,0.7061
46,353467,0.3535
47,598934,0.5989
48,253057,0.2531
49,741839,0.7418
50,734730,0.7347
51,465204,0.4652
52,342605,0.3426
53,330602,0.3306
54,565395,0.5654
55,513349,0.5133
56,575703,0.5757
57,299349,0.2993
58,277387,0.2774
59,178556,0.1786
60,755396,0.7554
61,502161,0.5022
62,986142,0.9861
63,761991,0.762
64,1036048,1.036
65,280748,0.2807
66,501035,0.501
67,1061358,1.0614
68,876928,0.8769
69,416811,0.4168
70,701406,0.7014
71,782786,0.7828
72,1066213,1.0662
73,1000072,1.0001
74,450886,0.4509
75,874019,0.874
76,868723,0.8687
77,981366,0.9814
78,1013446,1.0134
79,1019554,1.0196
80,1039316,1.0393
81,815695,0.8157
82,922186,0.9222
83,596874,0.5969
84,592135,0.5921
85,1512682,1.5127
86,1169452,1.1695
87,315999,0.316
88,587821,0.5878
89,408969,0.409
90,1122640,1.1226
91,249617,0.2496
92,701617,0.7016
93,544414,0.5444
94,752595,0.7526
95,323840,0.3238
96,844400,0.8444
97,566507,0.5665
98,792149,0.7921
99,652623,0.6526
100,884358,0.8844
101,686088,0.6861
102,495050,0.495
103,650416,0.6504
104,595468,0.5955
105,433020,0.433
106,505968,0.506
107,799089,0.7991
108,854898,0.8549
109,743805,0.7438
110,776702,0.7767
111,1077849,1.0778
112,681265,0.6813
113,768265,0.7683
114,956132,0.9561
115,898207,0.8982
116,522777,0.5228
117,541156,0.5412
118,733994,0.734
119,888046,0.888
120,624190,0.6242
121,514289,0.5143
122,780045,0.78
123,777561,0.7776
124,567491,0.5675
125,440137,0.4401
126,838867,0.8389
127,1350328,1.3503
128,526561,0.5266
129,833456,0.8335
130,694202,0.6942
131,533021,0.533
132,319340,0.3193
133,488685,0.4887
134,881224,0.8812
135,535982,0.536
136,751065,0.7511
137,910930,0.9109
138,529388,0.5294
139,465254,0.4653
140,811370,0.8114
141,632460,0.6325
142,301812,0.3018
143,363124,0.3631
144,854404,0.8544
145,836458,0.8365
146,819820,0.8198
147,531425,0.5314
148,1035712,1.0357
149,828978,0.829
150,668895,0.6689
151,760767,0.7608
152,315400,0.3154
153,1053694,1.0537
154,667081,0.6671
155,819593,0.8196
156,600661,0.6007
157,671884,0.6719
158,1052386,1.0524
159,910269,0.9103
160,1021685,1.0217
161,871699,0.8717
162,921031,0.921
163,865653,0.8657
164,412472,0.4125
165,535981,0.536
166,979010,0.979
167,675890,0.6759
168,541751,0.5418
169,655456,0.6555
170,488652,0.4887
171,578974,0.579
172,615173,0.6152
173,998899,0.9989
174,1015047,1.015
175,888156,0.8882
176,665074,0.6651
177,1005516,1.0055
178,770378,0.7704
179,944267,0.9443
180,918541,0.9185
181,919537,0.9195
182,975458,0.9755
183,792295,0.7923
184,912131,0.9121
185,946677,0.9467
186,978466,0.9785
187,1039444,1.0394
188,846287,0.8463
189,784547,0.7845
190,702678,0.7027
191,876334,0.8763
192,719324,0.7193
