seq,latency_ns,latency_ms
1,4592500,4.5925
2,923600,0.9236
3,327300,0.3273
4,202400,0.2024
5,223900,0.2239
6,211900,0.2119
7,184100,0.1841
8,195200,0.1952
9,185800,0.1858
10,218800,0.2188
11,194400,0.1944
12,245300,0.2453
13,233600,0.2336
14,260800,0.2608
15,272300,0.2723
16,404800,0.4048
17,385100,0.3851
18,514300,0.5143
19,282500,0.2825
20,293800,0.2938
21,144300,0.1443
22,260100,0.2601
23,286600,0.2866
24,324600,0.3246
25,316900,0.3169
26,398000,0.398
27,287000,0.287
28,388900,0.3889
29,334800,0.3348
30,299700,0.2997
31,297400,0.2974
32,261500,0.2615
33,314700,0.3147
34,240200,0.2402
35,274300,0.2743
36,455600,0.4556
37,392500,0.3925
38,250300,0.2503
39,315800,0.3158
40,292400,0.2924
41,194600,0.1946
42,244100,0.2441
43,234400,0.2344
44,184100,0.1841
45,163500,0.1635
46,136700,0.1367
47,106400,0.1064
48,216600,0.2166
49,223300,0.2233
50,178500,0.1785
51,162100,0.1621
52,297400,0.2974
53,138000,0.138
54,140300,0.1403
55,135200,0.1352
56,134100,0.1341
57,133500,0.1335
58,134500,0.1345
59,210900,0.2109
60,338800,0.3388
61,522300,0.5223
62,305400,0.3054
63,227300,0.2273
64,183900,0.1839
65,169100,0.1691
66,168100,0.1681
67,182900,0.1829
68,201000,0.201
69,203300,0.2033
70,170500,0.1705
71,268100,0.2681
72,405000,0.405
73,362900,0.3629
74,227300,0.2273
75,252800,0.2528
76,203600,0.2036
77,212300,0.2123
78,214900,0.2149
79,173100,0.1731
80,159500,0.1595
81,157200,0.1572
82,236100,0.2361
83,203200,0.2032
84,119200,0.1192
85,217900,0.2179
86,179200,0.1792
87,195700,0.1957
88,211300,0.2113
89,169100,0.1691
90,197500,0.1975
91,162200,0.1622
92,164900,0.1649
93,174700,0.1747
94,1772200,1.7722
95,351200,0.3512
96,208000,0.208
97,181600,0.1816
98,185700,0.1857
99,156100,0.1561
100,114700,0.1147
101,153800,0.1538
102,120000,0.12
103,64500,0.0645
104,145000,0.145
105,194800,0.1948
106,305200,0.3052
107,297500,0.2975
108,241700,0.2417
109,332100,0.3321
110,192500,0.1925
111,209400,0.2094
112,181100,0.1811
113,192500,0.1925
114,198600,0.1986
115,184100,0.1841
116,178800,0.1788
117,316800,0.3168
118,426800,0.4268
119,456100,0.4561
120,417500,0.4175
121,182700,0.1827
122,130200,0.1302
123,142000,0.142
124,137800,0.1378
125,286900,0.2869
126,106500,0.1065
127,105600,0.1056
128,164700,0.1647
129,438600,0.4386
130,302900,0.3029
131,391500,0.3915
132,429600,0.4296
133,214200,0.2142
134,288400,0.2884
135,206000,0.206
136,217500,0.2175
137,206500,0.2065
138,200400,0.2004
139,238700,0.2387
140,422800,0.4228
141,310000,0.31
142,408500,0.4085
143,285600,0.2856
144,257200,0.2572
145,236500,0.2365
146,280100,0.2801
147,321500,0.3215
148,233200,0.2332
149,210200,0.2102
150,271700,0.2717
151,1236700,1.2367
152,386100,0.3861
153,237600,0.2376
154,248100,0.2481
155,205500,0.2055
156,202000,0.202
157,215800,0.2158
158,227100,0.2271
159,213900,0.2139
160,205700,0.2057
161,201900,0.2019
162,177600,0.1776
163,310000,0.31
164,303500,0.3035
165,218400,0.2184
166,307000,0.307
167,262700,0.2627
168,211900,0.2119
169,164700,0.1647
170,168900,0.1689
171,193900,0.1939
172,176600,0.1766
173,192200,0.1922
174,276800,0.2768
175,382300,0.3823
176,189500,0.1895
177,228800,0.2288
178,393400,0.3934
179,189200,0.1892
180,324000,0.324
181,154100,0.1541
182,143800,0.1438
183,165500,0.1655
184,124500,0.1245
185,131900,0.1319
186,130200,0.1302
187,223100,0.2231
188,184700,0.1847
189,180000,0.18
190,205800,0.2058
191,230100,0.2301
192,164800,0.1648
193,122900,0.1229
194,131100,0.1311
195,126100,0.1261
196,186000,0.186
197,151500,0.1515
198,199000,0.199
199,122500,0.1225
200,216700,0.2167
201,266600,0.2666
202,158200,0.1582
203,177900,0.1779
204,142300,0.1423
205,156800,0.1568
206,160100,0.1601
207,170100,0.1701
208,176600,0.1766
209,209900,0.2099
210,190700,0.1907
211,166400,0.1664
212,215400,0.2154
213,393200,0.3932
214,289700,0.2897
215,235900,0.2359
216,202600,0.2026
217,244200,0.2442
218,92500,0.0925
219,113500,0.1135
220,75000,0.075
221,75800,0.0758
222,240500,0.2405
223,110700,0.1107
224,97000,0.097
225,276600,0.2766
226,287100,0.2871
227,256400,0.2564
228,209200,0.2092
229,250400,0.2504
230,213300,0.2133
231,113300,0.1133
232,78500,0.0785
233,93400,0.0934
234,75000,0.075
235,178900,0.1789
236,202700,0.2027
237,3190100,3.1901
238,177800,0.1778
239,288000,0.288
240,333500,0.3335
241,374800,0.3748
242,279800,0.2798
243,289000,0.289
244,250200,0.2502
245,288300,0.2883
246,310700,0.3107
247,194700,0.1947
248,265800,0.2658
249,293200,0.2932
250,293900,0.2939
251,91600,0.0916
252,87700,0.0877
253,81200,0.0812
254,70400,0.0704
255,188700,0.1887
256,84800,0.0848
257,74600,0.0746
258,290700,0.2907
259,270600,0.2706
260,297300,0.2973
261,360400,0.3604
262,203900,0.2039
263,212600,0.2126
264,218000,0.218
265,216400,0.2164
266,225900,0.2259
267,198100,0.1981
268,205200,0.2052
269,189500,0.1895
270,2023600,2.0236
271,347300,0.3473
272,236300,0.2363
273,280700,0.2807
274,330800,0.3308
275,298100,0.2981
276,326600,0.3266
277,270200,0.2702
278,333200,0.3332
279,219100,0.2191
280,308300,0.3083
281,280500,0.2805
282,335400,0.3354
283,293100,0.2931
284,287100,0.2871
285,334200,0.3342
286,256000,0.256
287,190300,0.1903
288,266100,0.2661
289,291100,0.2911
290,257900,0.2579
291,277100,0.2771
292,235100,0.2351
293,1755300,1.7553
294,290300,0.2903
295,170600,0.1706
296,179700,0.1797
297,256600,0.2566
298,166500,0.1665
299,215900,0.2159
300,179700,0.1797
301,173800,0.1738
302,266100,0.2661
303,269000,0.269
304,264400,0.2644
305,257200,0.2572
306,209300,0.2093
307,489000,0.489
308,281200,0.2812
309,200800,0.2008
310,283500,0.2835
311,248200,0.2482
312,292800,0.2928
313,215600,0.2156
314,346800,0.3468
315,371400,0.3714
316,246200,0.2462
317,250500,0.2505
318,243100,0.2431
319,234900,0.2349
320,205500,0.2055
321,290700,0.2907
322,229700,0.2297
323,156600,0.1566
324,243400,0.2434
325,113100,0.1131
326,258500,0.2585
327,717500,0.7175
328,341600,0.3416
329,345500,0.3455
330,293300,0.2933
331,269100,0.2691
