seq,latency_ns,latency_ms
1,4303400,4.3034
2,1027800,1.0278
3,354400,0.3544
4,492100,0.4921
5,235500,0.2355
6,468800,0.4688
7,354500,0.3545
8,345100,0.3451
9,430000,0.43
10,419800,0.4198
11,500700,0.5007
12,486400,0.4864
13,498200,0.4982
14,436700,0.4367
15,773100,0.7731
16,1092200,1.0922
17,1452300,1.4523
18,1461200,1.4612
19,1432700,1.4327
20,514600,0.5146
21,743700,0.7437
22,1475900,1.4759
23,957100,0.9571
24,1754600,1.7546
25,1581600,1.5816
26,2061900,2.0619
27,823900,0.8239
28,654600,0.6546
29,742300,0.7423
30,1196000,1.196
31,328200,0.3282
32,391700,0.3917
33,684000,0.684
34,1793000,1.793
35,1029000,1.029
36,460400,0.4604
37,458700,0.4587
38,486900,0.4869
39,1003300,1.0033
40,619900,0.6199
41,594100,0.5941
42,936300,0.9363
43,910500,0.9105
44,1240900,1.2409
45,1343000,1.343
46,1166100,1.1661
47,1221000,1.221
48,1266500,1.2665
49,1248600,1.2486
50,1098400,1.0984
51,1350600,1.3506
52,564800,0.5648
53,814100,0.8141
54,262900,0.2629
55,868700,0.8687
56,621900,0.6219
57,1083400,1.0834
58,432300,0.4323
59,994200,0.9942
60,1232800,1.2328
61,1052500,1.0525
62,639300,0.6393
63,1317200,1.3172
64,1261200,1.2612
65,399700,0.3997
66,340500,0.3405
67,920800,0.9208
68,1141600,1.1416
69,314200,0.3142
70,1264000,1.264
71,1044800,1.0448
72,1027600,1.0276
73,1131200,1.1312
74,764400,0.7644
75,1176400,1.1764
76,1287400,1.2874
77,1223000,1.223
78,1268200,1.2682
79,1290900,1.2909
80,1136500,1.1365
81,1444900,1.4449
82,1462800,1.4628
83,1345200,1.3452
84,1211200,1.2112
85,1117300,1.1173
86,914800,0.9148
87,1436500,1.4365
88,1044000,1.044
89,1089000,1.089
90,1418200,1.4182
91,1286100,1.2861
92,1357000,1.357
93,707100,0.7071
94,2764300,2.7643
95,1342200,1.3422
96,833200,0.8332
97,1023900,1.0239
98,743000,0.743
99,1145700,1.1457
100,1210000,1.21
101,1057300,1.0573
102,494700,0.4947
103,859100,0.8591
104,968800,0.9688
105,532900,0.5329
106,996300,0.9963
107,1410900,1.4109
108,1643700,1.6437
109,807700,0.8077
110,199900,0.1999
111,940800,0.9408
112,1065100,1.0651
113,1273100,1.2731
114,1485100,1.4851
115,1136300,1.1363
116,986800,0.9868
117,875500,0.8755
118,635600,0.6356
119,1320800,1.3208
120,1321500,1.3215
121,1577700,1.5777
122,1331500,1.3315
123,957000,0.957
124,1110400,1.1104
125,1248100,1.2481
126,1223500,1.2235
127,1460500,1.4605
128,1008400,1.0084
129,915700,0.9157
130,1040500,1.0405
131,1286600,1.2866
132,1380400,1.3804
133,953700,0.9537
134,735400,0.7354
135,1131800,1.1318
136,1299200,1.2992
137,883700,0.8837
138,539100,0.5391
139,992000,0.992
140,1414300,1.4143
141,1192800,1.1928
142,1505200,1.5052
143,1037300,1.0373
144,1180900,1.1809
145,1286200,1.2862
146,504300,0.5043
147,1125100,1.1251
148,1081700,1.0817
149,1077100,1.0771
150,1440700,1.4407
151,1078700,1.0787
152,1341600,1.3416
153,1276400,1.2764
154,973700,0.9737
155,481500,0.4815
