seq,latency_ns,latency_ms
1,58906,0.0589
2,150375,0.1504
3,878380,0.8784
4,571367,0.5714
5,405082,0.4051
6,582224,0.5822
7,338557,0.3386
8,725800,0.7258
9,266258,0.2663
10,302329,0.3023
11,699371,0.6994
12,758938,0.7589
13,392215,0.3922
14,438569,0.4386
15,337313,0.3373
16,439664,0.4397
17,150221,0.1502
18,446526,0.4465
19,435316,0.4353
20,573133,0.5731
21,420304,0.4203
22,409035,0.409
23,422648,0.4226
24,261341,0.2613
25,617303,0.6173
26,475716,0.4757
27,521055,0.5211
28,468847,0.4688
29,420306,0.4203
30,637289,0.6373
31,554923,0.5549
32,410896,0.4109
33,480018,0.48
34,392257,0.3923
35,265166,0.2652
36,511485,0.5115
37,556838,0.5568
38,714741,0.7147
39,411638,0.4116
40,352947,0.3529
41,584107,0.5841
42,323934,0.3239
43,413966,0.414
44,382969,0.383
45,555219,0.5552
46,423054,0.4231
47,567814,0.5678
48,601350,0.6014
49,587137,0.5871
50,432459,0.4325
51,484898,0.4849
52,682553,0.6826
53,670353,0.6704
54,391074,0.3911
55,198758,0.1988
56,119656,0.1197
57,415660,0.4157
58,351516,0.3515
59,265801,0.2658
60,634096,0.6341
61,750410,0.7504
62,323920,0.3239
63,269237,0.2692
64,614074,0.6141
65,488494,0.4885
66,558872,0.5589
67,539968,0.54
68,597700,0.5977
69,891161,0.8912
70,177614,0.1776
71,667283,0.6673
72,458732,0.4587
73,722300,0.7223
74,578292,0.5783
75,350015,0.35
76,407786,0.4078
77,543914,0.5439
78,575138,0.5751
79,621814,0.6218
80,364194,0.3642
81,428184,0.4282
82,575535,0.5755
83,780230,0.7802
84,488095,0.4881
85,457461,0.4575
86,760747,0.7607
87,597929,0.5979
88,451027,0.451
89,512265,0.5123
90,218785,0.2188
91,489752,0.4898
92,433615,0.4336
93,586255,0.5863
94,505003,0.505
95,418100,0.4181
96,279917,0.2799
97,376191,0.3762
98,420667,0.4207
99,636128,0.6361
100,331881,0.3319
101,653574,0.6536
102,310696,0.3107
103,241212,0.2412
104,533219,0.5332
105,586851,0.5869
106,305748,0.3057
107,425232,0.4252
108,541303,0.5413
109,536267,0.5363
110,181917,0.1819
111,401409,0.4014
112,395212,0.3952
113,505367,0.5054
114,393936,0.3939
115,355019,0.355
116,768198,0.7682
117,581457,0.5815
118,358265,0.3583
119,466855,0.4669
120,485692,0.4857
121,361873,0.3619
122,348309,0.3483
123,495203,0.4952
124,578247,0.5782
125,476038,0.476
126,592238,0.5922
127,851114,0.8511
128,821826,0.8218
129,308499,0.3085
130,722814,0.7228
131,507643,0.5076
132,557743,0.5577
133,569114,0.5691
134,539171,0.5392
135,347205,0.3472
136,555899,0.5559
137,383577,0.3836
138,620159,0.6202
139,549406,0.5494
140,600035,0.6
141,295068,0.2951
142,256308,0.2563
143,301529,0.3015
144,227592,0.2276
145,92843,0.0928
146,590102,0.5901
